시도교육청,교육지원청,지역,정보공시 학교코드,학교명,학교급코드,설립구분,학교특성,분교여부,설립유형,주야구분,개교기념일,설립일,법정동코드,주소내역,상세주소내역,우편번호,학교도로명 우편번호,학교도로명 주소,학교도로명 상세주소,위도,경도,전화번호,팩스번호,홈페이지 주소,남녀공학 구분,폐교여부,폐교일자,휴교여부
충청남도교육청,충청남도교육청,충청남도 논산시,S120000199,연무마이스터고등학교,04,공립,특수목적고등학교,N,단설,주간,19670202,19670202,4423025321,충청남도 논산시 연무읍 마산리,505번지.,320834,33011,충청남도 논산시 연무읍 연무로 268-9,"(연무읍,연무마이스터고)",36.12564781,127.1064391,041-742-7302,041-742-7307,yeonmutech.cnehs.kr,남녀공학,N,,N
충청남도교육청,충청남도교육청,충청남도 예산군,S120000206,예산고등학교,04,사립,일반고등학교,N,단설,주간,19670311,19670311,4481025021,충청남도 예산군 예산읍 예산리,741-2.,340807,32435,충청남도 예산군 예산읍 예산로 101,(예산읍),36.68121719,126.8378061,041-335-2512,041-333-2511,http://yesan.cnehs.kr,남,N,,N
충청남도교육청,충청남도교육청,충청남도 예산군,S120000208,예산여자고등학교,04,공립,일반고등학교,N,단설,주간,19410519,19410519,4481025024,충청남도 예산군 예산읍 주교1리,161-1.,340808,32431,충청남도 예산군 예산읍 주교로 36,(예산읍),36.6847907,126.8336186,041-335-2490,041-333-8369,http://yesan-girls.cnehs.kr,녀,N,,N
충청남도교육청,충청남도교육청,충청남도 예산군,S120000209,예산예화여자고등학교,04,사립,특성화고등학교,N,단설,주간,19840306,19670221,4481025021,충청남도 예산군 예산읍 예산리,741-2.,340804,32435,충청남도 예산군 예산읍 예산로 117,"(예산읍, 예산예화여자고등학교)",36.68092684,126.8389971,041-335-2495,041-334-2495,www.yehwa.cnehs.kr,녀,N,,N
충청남도교육청,충청남도교육청,충청남도 예산군,S120000210,충남반도체마이스터고등학교,04,공립,특성화고등학교,N,단설,주간,19740105,19740105,4481025028,,.,,32423,충청남도 예산군 예산읍 벚꽃로351번길 21,(예산읍),36.7133231,126.8382043,041-404-0061,041-334-0401,http://cnsm.cnehs.kr/,남녀공학,N,,N
충청남도교육청,충청남도교육청,충청남도 아산시,S120000213,온양고등학교,04,공립,일반고등학교,N,단설,주간,19510928,19510831,4420010100,충청남도 아산시 온천동,261번지.,336011,31506,충청남도 아산시 온천대로 1411,(온천동),36.78469357,126.9954247,041-539-1800,041-544-4846,http://ongo.cnehs.kr,남,N,,N
충청남도교육청,충청남도교육청,충청남도 아산시,S120000214,온양여자고등학교,04,공립,일반고등학교,N,단설,주간,19550601,19550427,4420011100,충청남도 아산시 풍기동,214-25.,31580,31577,충청남도 아산시 온여고길21번길 24,"(풍기동, 온양여자고등학교)",36.77779744,127.0144998,041-538-6000,041-544-6154,http://www.onyang.cnehs.kr,녀,N,,N
충청남도교육청,충청남도교육청,충청남도 아산시,S120000217,한올고등학교,04,사립,일반고등학교,N,단설,주간,19721226,19721226,4420011400,충청남도 아산시 권곡동,536-28.,336030,31519,충청남도 아산시 청운로 158,"(권곡동, 온양한올중고등학교)",36.78808861,127.0103923,041-544-8161,041-544-8170,http://www.hanol.cnehs.kr,녀,N,,N
충청남도교육청,충청남도교육청,충청남도 계룡시,S120000218,용남고등학교,04,공립,일반고등학교,N,단설,주간,19910309,19901101,4425033000,충청남도 계룡시 신도안면,신도안 1길 32.,32801,32801,충청남도 계룡시 신도안면 신도안1길 32,"(신도안면,용남고등학교)",36.29441803,127.2448294,042-717-2100,042-717-2198,http://yongnam.cnehs.kr,남녀공학,N,,N
충청남도교육청,충청남도교육청,충청남도 서산시,S120000220,서산공업고등학교,04,공립,특성화고등학교,N,단설,주간,19840330,19831121,4421038032,충청남도 서산시 운산면 용장리,246-1.,356832,31945,충청남도 서산시 운산면 운암로 1072-12,(운산면),36.80889109,126.5871671,041-689-6801,041-662-0738,http://seosan-tech.cnehs.kr,남녀공학,N,,N
충청남도교육청,충청남도교육청,충청남도 보령시,S120000221,웅천고등학교,04,공립,일반고등학교,N,병설,주간,19870319,19870319,4418025021,충청남도 보령시 웅천읍 대창리,449-1번지.,355853,33522,충청남도 보령시 웅천읍 방축길 87,"(웅천읍, 웅천고등학교)",36.23414083,126.6048439,041-931-7463,041-931-8785,http://www.uc.cnehs.kr,남녀공학,N,,N
충청남도교육청,충청남도교육청,충청남도 서천군,S120000226,장항고등학교,04,사립,일반고등학교,N,단설,주간,19821023,19821023,4477025023,충청남도 서천군 장항읍 성주리,138-4.,325901,33659,충청남도 서천군 장항읍 성화로193번길 6,"(장항읍, 장항고등학교)",36.01660364,126.7065891,041-956-6611,041-956-2080,http://janghang.cnehs.kr,남녀공학,N,,N
충청남도교육청,충청남도교육청,충청남도 서천군,S120000227,장항공업고등학교,04,공립,특성화고등학교,N,단설,주간,19400601,19400601,4477025026,충청남도 서천군 장항읍 화천리,330번지.,325908,33665,충청남도 서천군 장항읍 신창서로 77,", 장항공업고등학교 (장항읍, 충남조선공업고등학교)",36.0152537,126.6859866,041-955-5600,041-956-7639,http://www.jhth.cnehs.kr,남녀공학,N,,N
충청남도교육청,충청남도교육청,충청남도 보령시,S120000233,주산산업고등학교,04,공립,특성화고등학교,N,병설,주간,19530710,19530608,4418038021,충청남도 보령시 주산면 금암리,506,355861,33517,충청남도 보령시 주산면 만세운동길 58,(주산면),36.19841587,126.6361739,041-928-8200,041-932-0833,http://jusan.cnehs.kr,남녀공학,N,,N
충청남도교육청,충청남도교육청,충청남도 금산군,S120000236,금산하이텍고등학교,04,공립,특성화고등학교,N,단설,주간,19741227,19741227,4471037028,충청남도 금산군 진산면 읍내리,172번지.,312933,32704,충청남도 금산군 진산면 대둔산로,412,36.14233727,127.3738956,041-752-4376,041-752-6466,http://ksh.cnehs.kr/,남녀공학,N,,N
충청남도교육청,충청남도교육청,충청남도 천안시 서북구,S120000237,천안상업고등학교,04,사립,특성화고등학교,N,단설,주간,19721226,19721226,4413311000,충청남도 천안시 서북구 신당동,98번지.,331280,31081,충청남도 천안시 서북구 상고1길 43-9,(신당동),36.85931563,127.1581736,041-551-6512,041-567-3677,http://sanggo.caehs.kr,남녀공학,N,,N
충청남도교육청,충청남도교육청,충청남도 천안시 동남구,S120000238,천안고등학교,04,사립,일반고등학교,N,단설,주간,19540219,19540219,4413111300,충청남도 천안시 동남구 봉명동,205-1.,330931,31150,충청남도 천안시 동남구 봉명로 53,(봉명동),36.80941327,127.1339409,041-412-5000,041-574-8037,http://cheonan.caehs.kr,남,N,,N
충청남도교육청,충청남도교육청,충청남도 천안시 동남구,S120000239,천안공업고등학교,04,공립,특성화고등학교,N,단설,주간,19490921,19490921,4413110200,,.,,31123,충청남도 천안시 동남구 성황5길 17,"(신부동,천안공업고등학교)",36.81485118,127.1556434,041-558-9803,041-558-9817,http://www.ct.caehs.kr/main.do,남녀공학,N,,N
충청남도교육청,충청남도교육청,충청남도 천안시 동남구,S120000240,천안제일고등학교,04,공립,특성화고등학교,N,단설,주간,19300401,19300401,4413110700,충청남도 천안시 동남구 원성동,260번지.,330070,31127,충청남도 천안시 동남구 버들로 71,"(원성동, 천안제일고등학교)",36.8075363,127.1540014,041-902-6900,041-902-7046,http://www.cj.caehs.kr,남녀공학,N,,N
충청남도교육청,충청남도교육청,충청남도 천안시 동남구,S120000241,북일고등학교,04,사립,자율고등학교,N,단설,주간,19760306,19751114,4413111800,충청남도 천안시 동남구 신부동,산11-1.,330160,31115,충청남도 천안시 동남구 단대로 69,(신부동),36.83192562,127.1581934,041-520-8600,041-551-7116,www.bugil.hs.kr,남,N,,N
충청남도교육청,충청남도교육청,충청남도 천안시 동남구,S120000242,북일여자고등학교,04,사립,일반고등학교,N,단설,주간,19970306,19960816,4413111800,충청남도 천안시 동남구 신부동,245번지.,330160,31115,충청남도 천안시 동남구 단대로 71,(신부동),36.83147261,127.1600264,041-520-8711,041-554-8887,http://www.bigs.hs.kr/,녀,N,,N
충청남도교육청,충청남도교육청,충청남도 천안시 동남구,S120000244,천안여자고등학교,04,공립,일반고등학교,N,단설,주간,19520508,19520429,4413111000,충청남도 천안시 동남구 삼룡동,102-1.,330150,31073,충청남도 천안시 동남구 삼룡3길 30,(삼룡동),36.77858658,127.169017,041-559-9300,041-567-8303,www.cag.caehs.kr,녀,N,,N
충청남도교육청,충청남도교육청,충청남도 천안시 동남구,S120000245,천안여자상업고등학교,04,사립,특성화고등학교,N,단설,주간,19720325,19721226,4413111300,충청남도 천안시 동남구 봉명동,216-1.,330100,31151,충청남도 천안시 동남구 천안여상로 44,(봉명동),36.80371084,127.1341193,041-576-6363,041-574-9266,http://cays.caehs.kr,녀,N,,N
충청남도교육청,충청남도교육청,충청남도 천안시 동남구,S120000246,천안중앙고등학교,04,공립,일반고등학교,N,단설,주간,19680312,19680109,4413110700,충청남도 천안시 동남구 원성동,460-1.,330070,31126,충청남도 천안시 동남구 충절로 91,"(원성동, 천안중앙고등학교)",36.81096442,127.1592531,041-567-7910,041-551-4335,http://caja.caehs.kr,남,N,,N
충청남도교육청,충청남도교육청,충청남도 청양군,S120000252,정산고등학교,04,공립,일반고등학교,N,단설,주간,19720308,19720308,4479033021,충청남도 청양군 정산면 서정리,91-1번지.,345814,33354,충청남도 청양군 정산면 칠갑산로 1897,"(정산면,정산고등학교)",36.4137039,126.9494216,041-942-0071,041-943-0715,http://www.jeongsan.cnehs.kr,남녀공학,N,,N
충청남도교육청,충청남도교육청,충청남도 공주시,S120000254,충남과학고등학교,04,공립,특수목적고등학교,N,단설,주간,19940520,19930622,4415034028,충청남도 공주시 반포면 마암리,249번지.,314922,32620,충청남도 공주시 반포면 금벽로 1351-15,(반포면),36.42668545,127.2189047,041-852-1428,041-852-1429,http://cnsh.cnehs.kr/,남녀공학,N,,N
충청남도교육청,충청남도교육청,충청남도 천안시 서북구,S120000255,충남예술고등학교,04,공립,특수목적고등학교,N,단설,주간,19970910,19960719,4413325322,충청남도 천안시 서북구 성거읍 천흥리,498-3.,331836,31044,충청남도 천안시 서북구 성거읍 천흥2길 42,", 충남예술고등학교 (성거읍)",36.86832843,127.2042842,041-555-8001,041-555-8004,http://cna.caehs.kr,남녀공학,N,,N
충청남도교육청,충청남도교육청,충청남도 논산시,S120000256,한국국제비즈니스고등학교,04,공립,특성화고등학교,N,단설,주간,19771230,19771230,4423036028,,.,,32913,충청남도 논산시 연산면 계백로 1958-16,"(연산면,충남인터넷고등학교)",36.20660932,127.1891736,041-736-6542,041-736-6547,http://kibs.cnehs.kr/,남녀공학,N,,N
충청남도교육청,충청남도교육청,충청남도 논산시,S120000257,충남체육고등학교,04,공립,특수목적고등학교,N,단설,주간,19920117,19920117,4423010500,충청남도 논산시 취암동,33-3번지.,320802,32993,충청남도 논산시 체육로 82,(관촉동),36.19255762,127.1039035,041-735-9123,041-735-9125,http://cnche.cnehs.kr,남녀공학,N,,N
충청남도교육청,충청남도교육청,충청남도 보령시,S120000258,충남해양과학고등학교,04,공립,특성화고등학교,N,병설,주간,19690301,19690301,4418011000,충청남도 보령시 신흑동,824번지.,355944,33489,충청남도 보령시 대천항로 212,"(신흑동, 대천서중학교, 충남해양과학고등학교)",36.31920853,126.5137465,041-931-3471,041-931-3481,http://www.marine.cnehs.kr,남녀공학,N,,N
충청남도교육청,충청남도교육청,충청남도 태안군,S120000259,태안고등학교,04,공립,일반고등학교,N,단설,주간,19630320,19630219,4482525027,충청남도 태안군 태안읍 평천리,710,357908,32148,충청남도 태안군 태안읍 백화로 251,(태안읍),36.7542198,126.3178567,041-675-8182,041-675-0755,http://taean.cnehs.kr,남녀공학,N,,N
충청남도교육청,충청남도교육청,충청남도 태안군,S120000260,태안여자고등학교,04,사립,일반고등학교,N,단설,주간,19740427,19740105,4482525022,충청남도 태안군 태안읍 남문리,416,357901,32142,충청남도 태안군 태안읍 원이로 7-1,"(태안읍, 태안여고)",36.75924253,126.2892233,041-670-7700,041-670-7707,http://tg.cnehs.kr,녀,N,,N
충청남도교육청,충청남도교육청,충청남도 서천군,S120000262,충남디자인예술고등학교,04,공립,특수목적고등학교,N,단설,주간,19710315,19710130,4477034023,충청남도 서천군 한산면 성외리,144번지.,325844,33624,충청남도 서천군 한산면 한마로 114,"(한산면, 충남디자인예술고등학교)",36.08949235,126.8023134,041-951-0391,041-951-8820,http://diyego.cnehs.kr,남녀공학,N,,N
충청남도교육청,충청남도교육청,충청남도 공주시,S120000264,한일고등학교,04,사립,일반고등학교,N,단설,주간,19870301,19850701,4415037021,충청남도 공주시 정안면 광정리 한일고등학교,산21-2.,314714,32511,충청남도 공주시 정안면 어물길 81,(정안면),36.60462019,127.1302687,041-840-6000,041-858-3041,http://www.hanilgo.cnehs.kr,남,N,,N
충청남도교육청,충청남도교육청,충청남도 당진시,S120000265,합덕제철고등학교,04,공립,특수목적고등학교,N,병설,주간,19511130,19511130,4427025023,충청남도 당진시 합덕읍 소소리,51-1.,343903,31809,충청남도 당진시 합덕읍 면천로 1601,(합덕읍),36.81445038,126.7631225,041-362-2793,041-363-1125,http://steel.cnehs.kr,남녀공학,N,,N
충청남도교육청,충청남도교육청,충청남도 당진시,S120000267,합덕고등학교,04,공립,일반고등학교,N,단설,주간,19690424,19690315,4427025023,충청남도 당진시 합덕읍 소소리,51-5.,343903,31809,충청남도 당진시 합덕읍 면천로 1583,(합덕읍),36.81392916,126.7602327,041-360-5873,041-363-0573,www.hapduk.cnehs.kr,녀,N,,N
충청남도교육청,충청남도교육청,충청남도 당진시,S120000269,호서고등학교,04,사립,일반고등학교,N,단설,주간,19710129,19710129,4427010100,충청남도 당진시 읍내동,918번지.,343090,31771,충청남도 당진시 밤절로 2-13,(읍내동),36.9002123,126.6393143,041-354-2501,041-357-0126,http://hoseo.cnehs.kr,남녀공학,N,,N
충청남도교육청,충청남도교육청,충청남도 부여군,S120000270,한국식품마이스터고등학교,04,공립,특수목적고등학교,N,단설,주간,19530415,19530415,4476036023,충청남도 부여군 홍산면 북촌리,124-2.,323841,33200,충청남도 부여군 홍산면 홍산로 112-23,(홍산면),36.21507344,126.7659965,041-836-1052,041-836-1054,http://www.kfm.cnehs.kr,남녀공학,N,,N
충청남도교육청,충청남도교육청,충청남도 홍성군,S120000272,홍성고등학교,04,공립,일반고등학교,N,단설,주간,19410411,19410326,4480025625,충청남도 홍성군 홍북면 신경리,343-3.,350831,32264,충청남도 홍성군 홍북읍 홍학로 49,(홍북읍),36.65002305,126.6726479,041-632-2610,041-633-8610,http://hongseong.cnehs.kr/,남녀공학,N,,N
충청남도교육청,충청남도교육청,충청남도 홍성군,S120000274,홍성여자고등학교,04,공립,일반고등학교,N,단설,주간,19530504,19530504,4480025022,충청남도 홍성군 홍성읍 대교리,3-2.,350804,32218,충청남도 홍성군 홍성읍 충서로 1575번길 10,(홍성읍),36.60766788,126.6677458,041-635-9500,041-635-9542,http://hongyoe.cnehs.kr,녀,N,,N
충청남도교육청,충청남도교육청,충청남도 홍성군,S120000276,홍주고등학교,04,사립,일반고등학교,N,단설,주간,19740105,19740105,4480025021,충청남도 홍성군 홍성읍 오관리,.,350817,32238,충청남도 홍성군 홍성읍 문화로 78,(홍성읍),36.59304247,126.6635955,041-632-3886,041-632-3891,http://hongju.cnehs.kr,남녀공학,N,,N
충청남도교육청,충청남도교육청,충청남도 천안시 서북구,S120002463,천안두정고등학교,04,공립,일반고등학교,N,단설,주간,20030301,20030301,4413310400,충청남도 천안시 서북구 두정동,2006번지.,331964,31089,충청남도 천안시 서북구 두정고2길 13,"(두정동,두정고등학교)",36.83526101,127.1303897,041-522-7371,041-522-7374,http://dujeong.caehs.kr/,남녀공학,N,,N
충청남도교육청,충청남도교육청,충청남도 천안시 서북구,S120002464,천안월봉고등학교,04,공립,일반고등학교,N,단설,주간,20030301,20030301,4413310800,충청남도 천안시 서북구 불당동,825번지(불당중12길 27).,331230,31164,충청남도 천안시 서북구 불당11로 51,(불당동),36.80438969,127.112045,041-622-5195,041-622-5196,http://cwb.caehs.kr,남녀공학,N,,N
충청남도교육청,충청남도교육청,충청남도 아산시,S120002468,온양용화고등학교,04,공립,일반고등학교,N,단설,주간,20050301,20050301,4420011200,충청남도 아산시 용화동,39-9.,31572,31572,충청남도 아산시 용화고길 10,"(용화동, 온양용화고등학교)",36.77367118,127.0029168,041-537-8300,041-544-7266,http://yonghwa.cnehs.kr,남녀공학,N,,N
충청남도교육청,충청남도교육청,충청남도 천안시 서북구,S120002511,천안쌍용고등학교,04,공립,일반고등학교,N,단설,주간,20040301,20040301,4413310700,충청남도 천안시 서북구 쌍용동,502-8번지.,331090,31179,충청남도 천안시 서북구 월봉7길 10,(쌍용동),36.78819684,127.113787,041-592-5315,041-576-1252,http://sy.caehs.kr,남녀공학,N,,N
충청남도교육청,충청남도교육청,충청남도 서천군,S120002528,비전고등학교,04,사립,특성화고등학교,N,단설,주간,20030303,20021127,4477025325,,.,,33631,충청남도 서천군 서천읍 서문로 327,(서천읍),36.10034344,126.7133397,041-953-6292,041-953-6294,http://vision.cnehs.kr,남녀공학,N,,N
충청남도교육청,충청남도교육청,충청남도 천안시 서북구,S120002531,천안신당고등학교,04,공립,일반고등학교,N,단설,주간,20060301,20060301,4413311000,충청남도 천안시 서북구 신당동,286-2.,331280,31083,충청남도 천안시 서북구 신당새터2길 36,", (신당동,천안신당고등학교) (신당동, 천안신당고등학교)",36.85118602,127.1594127,041-523-4822,041-523-4829,http://www.casd.caehs.kr,남녀공학,N,,N
충청남도교육청,충청남도교육청,충청남도 아산시,S120002532,충남외국어고등학교,04,공립,특수목적고등학교,N,단설,주간,20080301,20070608,4420033000,충청남도 아산시 탕정면 명암리,610-1.,336841,31455,충청남도 아산시 탕정면 탕정면로 53-60,(탕정면),36.8040842,127.0613943,041-538-4004,041-538-4010,http://cnfl.cnehs.kr,남녀공학,N,,N
충청남도교육청,충청남도교육청,충청남도 계룡시,S120002546,계룡고등학교,04,공립,일반고등학교,N,단설,주간,20060426,20060301,4425031024,충청남도 계룡시 두마면 농소리,778번지.,321912,32827,충청남도 계룡시 두마면 서금암로 89,(두마면),36.26807925,127.2579948,042-840-5311,042-840-5320,http://grhs.cnehs.kr,남녀공학,N,,N
충청남도교육청,충청남도교육청,충청남도 천안시 동남구,S120002547,천안청수고등학교,04,공립,일반고등학교,N,단설,주간,20090417,20090301,4413110900,충청남도 천안시 동남구 청수동,423,330190,31194,충청남도 천안시 동남구 청수로 82-46,(청수동),36.79140324,127.1591364,041-590-7100,041-622-6493,http://www.ccs.caehs.kr,남녀공학,N,,N
충청남도교육청,충청남도교육청,충청남도 천안시 서북구,S120002552,천안업성고등학교,04,공립,일반고등학교,N,단설,주간,20080422,20060607,4413310900,충청남도 천안시 서북구 업성동,195-5.,331290,31076,충청남도 천안시 서북구 업성3길 65-11,(업성동),36.86222863,127.1373659,041-587-7901,041-587-7909,http://www.upsung.caehs.kr/,남녀공학,N,,N
충청남도교육청,충청남도교육청,충청남도 천안시 서북구,S120002553,천안오성고등학교,04,공립,일반고등학교,N,단설,주간,20070422,20050810,4413310500,충청남도 천안시 서북구 성성동,1-4번지.,331300,31079,충청남도 천안시 서북구 과수원길 27,(성성동),36.84149762,127.1421362,041-558-3702,041-558-3708,http://ohsung.caehs.kr,남녀공학,N,,N
충청남도교육청,충청남도교육청,충청남도 서산시,S120002600,대산고등학교,04,공립,자율고등학교,N,단설,주간,20080301,20080301,4421025021,충청남도 서산시 대산읍 대산리,.,,31909,충청남도 서산시 대산읍 대산1로 36,(대산읍),36.93627188,126.438293,041-669-8731,041-669-8739,http://daesan.cnehs.kr,남녀공학,N,,N
충청남도교육청,충청남도교육청,충청남도 아산시,S120002667,설화고등학교,04,공립,일반고등학교,N,단설,주간,20090407,20051004,4420025331,,.,,31467,충청남도 아산시 배방읍 용연로,111 설화고등학교,36.78820464,127.0922988,041-549-9541,041-549-9547,http://www.seolhwa.cnehs.kr,남녀공학,N,,N
충청남도교육청,충청남도교육청,충청남도 청양군,S120002727,청양고등학교,04,공립,일반고등학교,N,단설,주간,20090301,19510901,4479025029,,.,,33339,충청남도 청양군 청양읍 문화예술로 149,(청양읍),36.45242158,126.7967515,041-456-7892,041-943-1475,http://chy.cnehs.kr/,남녀공학,N,,N
충청남도교육청,충청남도교육청,충청남도 아산시,S120002834,배방고등학교,04,공립,일반고등학교,N,단설,주간,20140509,20140301,4420025325,,.,,31496,충청남도 아산시 배방읍 배방산길359번길 61,(배방읍),36.76910742,127.0664426,041-530-9500,041-546-1166,http://www.baebang.cnehs.kr,남녀공학,N,,N
충청남도교육청,충청남도교육청,충청남도 아산시,S120002870,충남삼성고등학교,04,사립,자율고등학교,N,단설,주간,20140301,20130827,4420033022,충청남도 아산시 탕정면 명암리,.,336841,31454,충청남도 아산시 탕정면 삼성로 77,(탕정면),36.80544806,127.0586634,041-339-3000,041-339-3009,http://www.cnsa.hs.kr/,남녀공학,N,,N
충청남도교육청,충청남도교육청,충청남도 천안시 서북구,S120002892,천안불당고등학교,04,공립,일반고등학교,N,단설,주간,20170405,20141001,4413310800,충청남도 천안시 서북구 불당동,.,331230,31156,충청남도 천안시 서북구 불당29길 22,(불당동),36.80926015,127.1031272,041-622-9571,041-622-9573,http://www.buldang.caehs.kr,남녀공학,N,,N
충청남도교육청,충청남도교육청,충청남도 아산시,S120002965,이순신고등학교,04,공립,일반고등학교,N,단설,주간,20230301,20230301,4420025329,충청남도 아산시 배방읍,396번지.,336855,31473,충청남도 아산시 배방읍 동방로 132,", 이순신고등학교 (배방읍)",36.78272242,127.0988301,041-541-4062,041-541-4066,http://yisunsin.cnehs.kr,남녀공학,N,,N
충청남도교육청,충청남도교육청,충청남도 아산시,S120003000,아산충무고등학교,04,공립,일반고등학교,N,단설,주간,20250301,20250301,4420036032,충청남도 아산시 둔포면 석곡리 194-8,.,,31406,충청남도 아산시 둔포면 둔포로38번길 145,아산충무고등학교,36.92837864,127.0540658,041-424-0402,041-424-0408,http://www.asanchungmu.cnehs.kr/,남녀공학,N,,N
